Telemetry(timestamp='28.05.2023 14:38:00.611551', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:00.612277', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:00.763746', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:01.111413', value='1282196.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:01.112600', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:01.112867', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:01.300660', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:01.611726', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:01.612697', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:01.787280', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:02.111077', value='1282188.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:02.112466', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:02.112670', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:02.132938', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:02.611494', value='3.045685', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:02.613232', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:02.696108', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:03.110718', value='0.210000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:03.110714', value='0.180000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:03.111353', value='1282188.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:03.112404', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:03.113432', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:03.323792', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:03.611949', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:03.613191', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:03.677671', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:04.111137', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:04.111221', value='1282188.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:04.113319', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:04.129196', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:04.611418', value='0.502513', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:04.612049', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:04.634666', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:05.111422', value='1282188.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:05.112191', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:05.113395', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:05.132470', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:05.611473', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:05.613080', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:05.787858', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:06.111208', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:06.111292', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:06.111619', value='1282188.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:06.333011', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:06.611743', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:06.612152', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:06.730058', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:07.112119', value='1300812.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:07.112560', value='11.794872', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:07.113228', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:07.324908', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:07.613541', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:07.613624', value='4.081633', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:07.831129', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:08.111550', value='0.210000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:08.111547', value='0.170000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:08.111552', value='14.795918', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:08.111879', value='1318704.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:08.113437', value='12.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:08.241962', value='153.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:08.611915', value='2.590674', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:08.612478', value='68.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:08.751822', value='1717.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:09.111862', value='1318704.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:09.112478', value='105.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:09.112955', value='6.878307', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:09.293016', value='3469.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:09.612061', value='1.595745', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:09.612462', value='91.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:09.775447', value='3846.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:10.111980', value='3.645833', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:10.112072', value='1318928.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:10.113279', value='93.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:10.285165', value='3957.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:10.612990', value='3.626943', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:38:10.613338', value='92.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:10.803320', value='4025.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:38:11.111352', value='2.105263', node='ubuntu', metric='cpu', subsystem=None)
