Telemetry(timestamp='28.05.2023 11:38:49.151033', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:18.335630', value='4038.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:18.650799', value='1154524.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:18.651403', value='9.574468', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:18.652265', value='90.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:18.883389', value='4160.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:19.152651', value='6.043956', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:19.152860', value='89.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:19.385550', value='4202.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:19.650068', value='1154524.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:19.650871', value='4.918033', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:19.652399', value='89.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:19.791515', value='4136.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:20.151584', value='89.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:20.151854', value='5.945946', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:20.300973', value='4092.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:20.650176', value='4.891304', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:20.650283', value='1154524.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 11:39:20.650995', value='89.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:39:20.807804', value='4103.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
