Telemetry(timestamp='28.05.2023 09:56:00.650511', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:00.650564', value='978484.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:00.652275', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:00.832515', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:01.150537', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:01.152372', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:01.343203', value='7.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:01.650175', value='0.040000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:01.650697', value='978484.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:01.651021', value='1.990050', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:01.652796', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:01.832001', value='0.300000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:01.864543', value='6.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:02.151419', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:02.151524', value='0.502513', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:02.363120', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:02.650444', value='2.020202', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:02.650755', value='978484.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:02.651891', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:02.884062', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:03.150304', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:03.151772', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:03.288741', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:03.650365', value='1.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:03.650659', value='978484.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:03.652099', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:03.810702', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:04.150834', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:04.150958', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:04.301069', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:04.650409', value='978484.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:04.651203', value='1.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:04.651868', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:04.803664', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:05.151982', value='5.527638', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:05.152001', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:05.332595', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:05.650630', value='1.492537', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:05.651035', value='978484.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:05.651651', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:05.836001', value='8.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:06.150958', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:06.152327', value='1.507538', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:06.181358', value='8.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:06.649596', value='0.040000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:06.650079', value='978476.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:06.650613', value='1.990050', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:06.652219', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:06.777759', value='0.300000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:06.808378', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:07.150226', value='1.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:07.151457', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:07.192038', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:07.650717', value='978476.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:07.650878', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:07.651023', value='2.525253', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:07.751685', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:08.151374', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:08.151440', value='1.010101', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:08.177972', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:08.650429', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:08.650700', value='978468.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:08.651948', value='11.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:08.679976', value='6.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:09.150650', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:09.150944', value='1.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:09.430678', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:09.650355', value='978468.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:09.651251', value='1.507538', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:09.651766', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:09.793092', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:10.151924', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:10.152188', value='2.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:10.396284', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:10.650049', value='978468.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:10.650787', value='2.955665', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:10.651441', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:10.815338', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:11.150572', value='1.990050', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 09:56:11.150908', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:11.293056', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 09:56:11.650120', value='0.030000', node='ubuntu', metric='load1', subsystem=None)
