Telemetry(timestamp='28.05.2023 10:17:00.650130', value='991756.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:00.650868', value='2.475248', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:00.651347', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:00.880900', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:01.150990', value='1.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:01.151526', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:01.295527', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:01.650282', value='0.000000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:01.650286', value='0.020000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:01.650611', value='992252.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:01.650757', value='2.970297', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:01.651716', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:01.820600', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:02.150944', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:02.151537', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:02.304876', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:02.650360', value='992236.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:02.651671', value='1.522843', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:02.651754', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:02.820398', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:03.150270', value='0.502513', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:03.151639', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:03.175857', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:03.650010', value='992236.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:03.650823', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:03.650952', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:03.683705', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:04.150961', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:04.150964', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:04.249853', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:04.649720', value='992236.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:04.650436', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:04.650573', value='0.502513', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:04.678780', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:05.149959', value='6.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:05.151244', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:05.178229', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:05.649780', value='992236.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:05.649911', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:05.651216', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:05.683847', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:06.150255', value='1.492537', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:06.150331', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:06.280922', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:06.650802', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 10:17:06.651028', value='0.000000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:06.651614', value='992236.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 10:17:06.653085', value='1.990050', node='ubuntu', metric='cpu', subsystem=None)
