Telemetry(timestamp='28.05.2023 14:30:23.611414', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:23.613360', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:23.745078', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:24.111439', value='1223656.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:24.111838', value='0.502513', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:24.112224', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:24.262519', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:24.611747', value='1.015228', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:24.612327', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:24.774617', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:25.110997', value='1223656.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:25.111744', value='1.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:25.113138', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:25.332906', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:25.611358', value='12.244898', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:25.612939', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:25.796787', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:26.111356', value='1.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:26.111528', value='1245572.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:26.111956', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:26.397734', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:26.613113', value='7.216495', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:26.611765', value='15.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:26.827705', value='182.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:27.111418', value='1247084.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:27.111383', value='6.632653', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:27.112323', value='64.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:27.226788', value='2022.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:27.612056', value='28.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:27.612101', value='61.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:27.777914', value='1989.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:28.110575', value='0.250000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:28.110574', value='0.240000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:28.110720', value='1248596.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:28.110756', value='26.767677', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:28.112561', value='13.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:28.252847', value='151.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:28.610697', value='28.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:28.610976', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:28.665808', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:29.110966', value='1248596.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:29.111053', value='28.140704', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 14:30:29.111147', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 14:30:29.286611', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
