Telemetry(timestamp='28.05.2023 11:32:31.151485', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:31.151732', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:31.310220', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:31.650402', value='0.060000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:31.650443', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:31.650991', value='1026972.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:31.652067', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:31.796072', value='0.070000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:31.827720', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:32.150569', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:32.151896', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:32.334677', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:32.650370', value='4.020101', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:32.650666', value='1026972.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:32.651750', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:32.849813', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:33.150446', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:33.151172', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:33.345898', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:33.650217', value='1026972.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:33.650993', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:33.652418', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:33.877599', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:34.150531', value='1.990050', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 11:32:34.151393', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:34.380684', value='3.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:34.652496', value='8.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 11:32:34.652763', value='1.492537', node='ubuntu', metric='cpu', subsystem=None)
