Telemetry(timestamp='03.06.2023 10:54:36.614041', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:36.614295', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:36.842777', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:37.113691', value='2.538071', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:37.114163', value='1040928.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:37.114744', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:37.177754', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:37.613539', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:37.614206', value='4.060914', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:37.997274', value='6.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:38.113292', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:38.113875', value='1040928.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:38.115803', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:38.201550', value='7.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:38.613838', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:38.614572', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:38.805923', value='6.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:39.114532', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:39.114844', value='1.005025', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:39.271850', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:39.113890', value='1040928.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:39.613497', value='1.010101', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:39.613697', value='11.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:39.617382', value='6.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:40.113273', value='1040928.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:40.114083', value='0.507614', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:40.114335', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:40.249361', value='6.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:40.613732', value='0.502513', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:40.613876', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:40.673478', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:41.113524', value='0.000000', node='ubuntu', metric='load1', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:41.113527', value='0.250000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:41.114081', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:41.113917', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:41.114186', value='1040928.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:41.254396', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:41.614507', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:41.614828', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:41.627691', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:42.113331', value='1040928.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:42.114032', value='2.551020', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:42.115047', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:42.281539', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:42.613507', value='3.553299', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:42.615340', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:42.767999', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='03.06.2023 10:54:43.113162', value='23.857868', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:43.113367', value='1097120.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='03.06.2023 10:54:43.115357', value='29.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
