Telemetry(timestamp='28.05.2023 23:26:37.545419', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:37.661199', value='0.020000', node='ubuntu', metric='load5', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:37.691509', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:38.441414', value='1.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:38.447193', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:38.199194', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:38.544701', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:38.545124', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:38.545825', value='1083280.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:38.618746', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:39.458738', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:39.461335', value='4.020101', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:39.215276', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:39.544049', value='1.515152', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:39.544247', value='1083280.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:39.545416', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:39.730734', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:40.445298', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:40.445779', value='1.507538', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:40.249632', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:40.544061', value='0.000000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:40.544539', value='1083280.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:40.545731', value='9.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:40.761550', value='4.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:41.439454', value='10.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:41.457071', value='4.500000', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:41.638014', value='5.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:41.543849', value='1083280.000000', node='ubuntu', metric='ram', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:41.544657', value='0.505051', node='ubuntu', metric='cpu', subsystem=None)
Telemetry(timestamp='28.05.2023 23:26:41.545100', value='12.000000', node='ubuntu', metric='tx', subsystem='enp0s25')
Telemetry(timestamp='28.05.2023 23:26:41.567588', value='7.000000', node='ubuntu', metric='rx', subsystem='enp0s25')
